Comments,Ratings
SO NICE! SO EASY! EASY A!! RECOMMEND CLASS!!,1.0
"Easy class, great teacher",1.0
EASY A! Lectures are posted online. You only need to buy the notebook specified for the teacher. You don't need the textbook.,1.0
one of the best teachers i've had here.  super easy-lots of extra credit.  she's really nice and sort of teaches like we're in high school-but that's really not a bad thing. highly recommend this class for people who don't like math.,1.0
She is really nice. She posts the lecture notes online. You can ask her quiz questions by email and she will respond quickly. She is very helpful and very optimistic when it comes to helping students. You get to use note cards on the 2nd and 3rd exams.,1.0
"
                      She is really nice. The tests are very easy if you attend the lectures. It's easy for others who don't even attend the lectures because she posts the lecture notes online. You can ask her quiz questions by email and she will respond quickly. She is very helpful and very optimistic in helping students.
                  ",1.0
"There's no professor that cares about their students than Professor Bretl. If you go to his office hours, he will sit with you until you understand. Unfortunately his lectures can be very dry and hard to pick useful information out of. Grading criteria is very clear.",1.0
"Very good at explaining things and writes good homework. Also, he offers retakes on all the exams so you actually need to try to fail his class.   As a side note, if you are on dynamics and control track,consider asking him for undergraduate research opportunities.",1.0
"Tim is a great guy. Expected us to know how to use MATLAB, but was always in his office willing to help. His lectures are worthwhile going to.",1.0
Great professor and really nice guy. Always willing to answer questions and explain the rather tangled material of attitude dynamics.,1.0
Great professor & very nice guy.,1.0
"Really nice guy, graded fair. Expects entering freshmen to know a lot of technical things, which seems abnormal. Also expected us to know MATLAB, none of us did. So Pay Attention to that when he talks about it, you're going to need it for the rest of your career in Engineering. Again, Mister Tim was super nice, but the TA was unhelpful for MATLAB.",1.0
Required to learn MATLAB for a 1 credit hour class. Fun otherwise.,0.0
"Bretl's lectures were helpful because they enhanced both algorithmic and intuitive thinking skills.  I feel like students are upset that the average grade in the class is a C, so they blame Bretl for it, and complain about the lack of a curve, when, in fact, a C average is a perfect curve.  Also, MATLAB is extremely beneficial to this course IMO.",1.0
"good guy, class is really hard, uses a lot of differential equations and MATLAB that not everyone has learned, making class and homework difficult",0.0
"
                      No Comments
                  ",0.0
Oh my god Phil was the bestest! He was funny and sweet and best of all he had the worlds best hair! Never has the 'shaggy dog' been pulled off better than by Phil!! :D,1.0
"Phil wasn't help full at all.  At the time of my enrollment in the class, he was calling himself DR. PHIL, and he hadn't even passed his PHD defense.  He didn't do anything and just let the TAs do all of the work.  He was very snotty and nasty in his emails, and they came off very unprofessional.",0.0
"phil was great and expected a lot from students. If you used all the resources that he organized and provided, the class was easy and managable. If you expect to BS your way through and not give it any effort, you will probably not do so great. Phil was always there and open for questions if you needed help",1.0
He was completely useless. He offered 4 exam times for each of the three exams for the semester but never changed any of the 4 so the avgs. for the people who took the test on the first day were so much lower than people that took the same test the second day. People cheated their way through this class and he did nothing about it. He was awful.,0.0
"Phil sits behind his computer & lets TA/SI leaders run the show.Dr.Moore/TAs do online lectures,SIs teach in discussions; where's phil? Only thing he does is make exams with a D- avg; he caught 19 cheaters so he made 4 dif finals with a D-avg. Thanks for nothing, phil. My B+ is from teaching myself & having a good SI leader.",0.0
Phil should not be considered a professor. He does not give even give lectures. At least when Moore taught this class there was the option of seeing the professor face to face three times a week. Phil is completely absent,0.0
"Phil...who is he?  He is our ""professor"" but I've literally seen the guy maybe twice all semester.  He is a joke and basically, he doesn't teach the class.  No one teaches the class...it's a free-for-all that you have to figure out on your own.  That's great and all, but when there is NO feedback from your ACTUAL professor...it gets aggravating.",0.0
"While organic chemistry can be very difficult, it was awesome having someone like Phil to teach it.  Not only is he really smart, nice, and helpful, he's also hot!  Definitely recommended.",1.0
No Comments,1.0
"
                      explains everything well and there's no one who cares more about students than phil. he's tough and expects a lot but i learned so much from him because of it.  definitely take this course online because it's way better online than on paper.  i actually get biochem now!
                  ",1.0
"(This was a 104 class but the website doesn't have that option for some reason) Pretty good at letting the workshop flow naturally. Only stepped in to address writing errors that he saw consistently throughout multiple stories. He had office hours, but one time he never came. Really really nice and a good pick for amateur and experienced writers.",1.0
"Very nice man. However, this class is pretty hard. Attendance is mandatory with your microphone on & you have to participate like 5 times on live discussion sections in order to get points for the week. Lots of homework, a lot of readings, participation matters, can't skip ANY online discussions, many papers, NO LATE WORK EVER, very tough grader.",1.0
"I loved this class. I took his online class and it was attendance and participation heavy but it was worth it. The readings are incredible and he makes you work, but it is all productive. He's incredibly intelligent and I think this class is so worth the time.",1.0
"I always come to this this place for recommendations on classes, but do not leave comments.  Professor Wright is very good. Very, very good. Kind individual. He changed how I look at English.  I am a senior leaving here, all you before me, take him. Quite nice individual. Helpful.",1.0
"If you have to take RHET 105, definitely take it with David Wright. It is not a hard class, but he does help you become a better writer. He keeps an informal classroom and is willing to work with you.",1.0
"David takes workshopping to the next level.  You need a bit of a thick skin about your writing to take the workshops, but if you can do that, you'll grow SO MUCH as a writer.  He's really clear about his requirements.  One thing that threw me off was he didn't give written comments back, but he'll talk to you a lot about your piece outside class.",1.0
Very cool and down to earth guy. Loves to tell jokes and is very engaging. Unlike a lot of professors his jokes are actually funny. But he lays out exactly what is expected and follows it. If you give effort the class is not hard.,1.0
"An engaging professor who likes to make sure Lit is applicable. I appreciate his encouragement in writing, and he is very approachable and friendly. Not an easy professor but definitely worth taking and getting to know.",1.0
"The topics we have to write about are absolutely pointless and stupid not to mention boring. My writing did not improve whatsoever. In the end, his graded on a paper is really not about its content, but based on his option.",0.0
"
                      Cool professor and helpful.
                  ",1.0
"She is hard to understand, both from her thick accent and because of her simply poor explanations.  She also doesn't seem to communicate with her TAs.",0.0
hard class,0.0
She reads right off the slides. Doesn't seem interested at all. Even 1 on 1 she is not very good at teaching the material.,0.0
Does not seems interested in this class at all. The TA's make the exams and they do not attend lecture. The exam can be very unclear and unrelated to what you learn.,0.0
"She seems like she doesn't enjoy her job.  She reads straight off the slides so don't plan to get much from the book or the lectures, just go at your own pace as others have said.  I dropped the class and took Kale, he's so much better at teaching.",0.0
"The book is useless, and the lecture notes are better reviewed yourself than in class where the pacing is skewed, but this is more of an issue with the class than with the professor.  (The other professor who teaches the course isn't noticeably better.)",0.0
"She has an accent, but you will get used to it after a week. She is approachable and will help if you have a genuine question. No textbook is used, and she will just read lecture notes, but they are so concise and clear that it's not a problem at all. There is a lot of extra credit and curve. Graders make mistakes a lot of time, so double check!",1.0
Very approachable and helpful! I don't know what the other raters are talking about. One on one she is very patient and nice.,1.0
"When no one went to class the semester before I took the class, she resolved to make attendance mandatory instead of think about how she could make more people come to class willingly. After all, when a student learns more by reading lecture slides than listening to a professor read off the exact same slides, you know there's a problem.",0.0
"
                      She wasn't very good at teaching and was kind of snappy when you went to approach her. Luckily, the class wasn't too hard, and I didn't have too much of a difficulty. I just would stay away from her.
                  ",0.0
"She's a thorough teacher, interesting accent, and caring in office hours and advising. Only thing I didn't like was how fast she would go in lecture and that she spent a LOT of energy yelling, instead of using a mic. I was concerned for her health at some points lbvs. But she knows her stuff with communications so I'd recommend her.",1.0
"ECE210 is hard, but Basar's lectures help. She gives very good explanations and makes the material easier to follow.  You can attend any lecture section, I definitely recommend hers.",1.0
Really helpful and nice professor,1.0
"great professor. she explains things really, really well and is genuinely very pleasant with students. but this is not a blow-off by any means.",1.0
One of the few good teachers in UIUC.,1.0
"She talks really fast sometimes but her explanation is very2 clear..She gives a lot of examples so that students, like us, can easily understand. No other lecturer in ece 210 can match her!",1.0
good !clear,1.0
"Nice woman, and her lecture is very clear.",1.0
I make myself go to her class and sit in the front row because I'll never fall asleep. I'm sure my hearing ability dropped a few decibels after her class. Learned loads and enjoyed class.,1.0
"
                      She is a great teacher. Homeworks are a little bit hard. But if you can make sure you attend her lectures and pay attention, the exams would be too hard.
                  ",1.0
You have to read a lot of dense books and porentially write 4 papers if you choose too. I didnt read and still got an A. I wouldnt necessarily recommend that route. You can use the lectures to help you write the papers though.,1.0
"Burgos is the best history professor I've ever had. He makes the content interesting and is an overall cool guy. Classes are based on lectures and books. Papers and tests definitely reflect the material well. Even if you're not interested in the Caribbean, he will make it seem as though you've loved this subject your whole life.",1.0
"Prof Burgos is really energetic and knows his stuff. Lectures are interesting and the concepts are easily grasped. Papers and tests are a breeze. Just check out the books from the library and skim. Overall, great class for gen ed and history majors needing a US minority. Definitely broadened my perspectives on race in america.",1.0
"Go to class, read, and you will do well.  Tests are a joke and the papers are graded very easy.  If you read the books i'm sure you will do well.  Because I didn't read any of them and did well.  The material is pretty repetitive.  I feel like I could sum up what I learned in one semester in 2 sentences, but lectures are interesting and hes cool.",1.0
"Burgos is a a great professor and nice dude. He is filled with information and has great insight on many topics. His anecdotes are also always engaging. Too much reading though, it would be nice if there were a few more open-ended questions or discussions.",1.0
I took his 200 level class on integration of baseball.  LOTS OF READING and a tough grader but extremely knowledgeable about the topic.  I def care more and know more about Latinos in baseball now,1.0
"he's awesome, take his course if possible",1.0
Really good professor! As long as you do your reading the class is a guaranteed A!,1.0
Professor Burgos is awesome! He is nice and really great at teaching . Take this class it's really great!,1.0
"
                      Awesome class, he's really interesting/knowledgeable in the subject.
                  ",1.0
"Professor Salusky, discourages questions. When a student asks a question, she makes you feel very dumb for asking a certain question. She doesn't know her own material as she reads off a piece of paper and it is exactly out of the textbook. She encourages her students to memorize everything, when she can't memorize her own material.",0.0
"Instructor easy to approach, explained material well, provided lots of examples to illustrate points",1.0
"This class is straightforward (& easy if you put in the work) but attendance is absolutely necessary. Ida always made the information interesting & took time to have class discussions rather than just lecture which made the content easier to recall for me. She's easy going, approachable, & very knowledgeable.",1.0
Expect to teach yourself and read the book on your own.  She constantly mixes up information and doesn't know how to present it well. Has a very confusing way of explaining things. Sometimes has random attendance checks for points.  Semester long project taught everyone very little...more like busy work.  Can get an A if you read the book.,0.0
Committed to students and always willing to make time to give feedback.,1.0
She sometimes confuses material but the readings are easy. Not a bad class but you need to learn the material on your own.,0.0
She is honestly the worst teacher I've had here in my 3 years. It's so hard to pay attention to her and she doesn't know what she is talking about. she had to look up the answer to someone's question on google during lecture. i asked her if something specific would be on the exam and she said no and then there were 2 questions on it. avoid her.,0.0
"Very difficult to follow during lectures. She often makes mistakes and confuses information during lecture. Fortunately the material in abnormal psych is relatively easy. She's nice, and she seems to try, but overall I'd avoid her if you can.",0.0
Her lectures are boring and the material is not too bad but I feel like it is hard to pay attention to her and the readings are dense so you do not get the material easily. She does not really know what she is talking about half the time. She keeps saying on thing and then the other. She is nice though.,0.0
"
                      So scatterbrained. The material is easy enough but she scrambles it - giving multiple correct answers on review days & not remembering which is the one that will be right for the tests. The writing prompts and research are super easy though. She seems too busy with other projects to handle teaching well. Not bad, but she really needs to up her game
                  ",0.0
"Really cool guy who is obsessed with birds and truly cares about his students' success. He makes his lectures very interesting, and he often rambles but still an overall amazing professor",1.0
Top tier man. Loves birds. Loves Life. Love ward.,1.0
Very passionate about his class and makes lectures something to look forward to.,1.0
"Mike is a friendly guy but the class is tedious. I barely got the A but it wasn't hard; you just can't wing anything, but a couple hours is sufficient for his exams. He is a rambler of a lecture and a lot of the class is you figuring out how to tell if something is important or not. He also is good about offering research opportunities.",1.0
"Friendly guy. Took me a while to get used to his unconventional teaching style (lots of stories, not much focus on theory). The two exams account for like 70% of your grade, and involve both conceptual free response and multiple choice. But there's some extra credit. It isn't always clear what to take out of lecture, but I learned a lot overall.",1.0
"You do have to go to class for guest lecturers because thats usually when he passes around the attendance sheet. I admit his way of lecturing was different, but hes super nice",1.0
"His class is super easy. After some basic ecology and conservation biology, you can almost not attend class. I really like his stories and management background. He relates his lectures to what is actually happening as opposed to just theory.",1.0
Just not a good Professor.  Scattered and unclear.,0.0
He's a nice enough guy but grades entirely too subjectively.  His lectures are rushed and scattered leaving you unaware of what you should be taking away from all his babble.  Dropped another class with him after taking this first one.,0.0
"
                      After attending his seminar I was thrilled to learn he would be teaching my ecology class. He's a wonderful speaker and got me thinking about things I hadn't considered when contemplating management issues. He knows his stuff and I can't wait for ornithology with him!
                  ",1.0
Amazing professor. One of the most intelligent people I've heard speak in my time as a student at Illinois. Yale is lucky to have him.,1.0
Very interested in the content. A very passionate and intelligent professor. One of the most thoughtful professors I've had at this school.,1.0
"Prof Svolik is a nice guy, but he did not show much interest in the class. He seemed to be more interested in his research. He compensated his lack of helpfulness with hefty amounts of extra credit.",0.0
Svolik is very intelligent. He  presents class material in a naturally sophisticated manner and makes the seemingly dry subject matter the root of all fascination. Easy class that leaves students with valuable information permeated by a phenomenal lecturer.,1.0
"Professor Svolik is smart and a great lecturer. My favorite part of the class was his lectures, my least favorite part was listening to all of the boring presentations. Tests were very easy to prepare for if you actively listened during class. Problem sets were very straight-forward also. Overall, easiest poli sci class I've ever taken.",1.0
Prof Svolik is engaging and incredibly smart. Class is not difficult. Short midterm and final exam. Only 4 additional hw assignments. No essays.,1.0
YOU DO NOT NEED THE BOOK FOR THIS COURSE. 1 MIDTERM; 1 FINAL. HE IS EXTREMELY SMART. TESTS ARE A LITTLE DIFFICULT. 4 HOMEWORK ASSIGNMENTS. A REASONABLE AMOUNT OF EXTRA CREDIT. WARNING: THE CLASS CAN GET PRETTTYYYY BORING.,1.0
"PS 397 was my favorite undergraduate class. Prof. Svolik is so knowledgeable, gives clear explanations, makes material interesting, has helpful teaching style. He inspired me to continue on with graduate school.",1.0
"PS397 course was so well taught, I challenged my self and took his game theory class which was difficult but, out of all of my courses at U of I, the class that I got the most out of. I will always think of things in a 2x2 matrix of payoffs and losses. Thanks for one great experience, take any all his classes for a great challenge; do the reading.",1.0
"
                      Excellent professor. He assigns lots of reading, but it's manageable. He is very good at explaining concepts, clarifying difficult topics, encouraging discussion, etc. Don't let his intimidating Slovakian accent fool you, he tolerates a fair amount of shenanigans as long as y'all stay on track. Do the work, participate, and you're gold.
                  ",1.0
"A competent person, but not a good teacher. His lectures meandered without any focus. The class schedule was ditched early on, and it seemed like he was improvising the semester as he went. He would make up extra credit assignments on the spot with very short notice. Never answered emails. Not a hard class, but not worthwhile.",0.0
"Professor Salo is a well-intentioned and smart man, but he is also extremely liberal. This class requires you to write a lot, so make sure to pick a viewpoint that leans left if you want a good grade.",1.0
"Hes just honestly not a good teacher. Not a hard class to get an A or B in, but he will stress you out with his complete lack of organization, and total lack of clarity. He also will just surprise you and come up with randon assignments and little clarity at all times.",0.0
"He's an excellent teacher who is very understand with issues in your personal life that may conflict with class. He's always there to make your life easier and is super passionate about what he's teaching in ""Teaching Ferguson."" The assignments are not complicated and you will do well on them if you put effort into it, but it's not hard to do.",1.0
You don't have to read every chapter of the book but just your chapter you're going to present on and show up to class and listen you'll pass flying colors.,0.0
"I only really read chapters when we had presentations on them or when we had writing assignments coming up. Expect lots of those. In order to make the course load less immediately intensive he has multiple 500 or 250 word assignments and one final 2,500 word assignment. Lectures are mandatory only because you hear his thoughts on various topics.",1.0
"Defining what was required for a good grade was extremely difficult, he is constantly modifying the syllabus: adding assignments, removing some, changing others. Talking to him and emailing him for clarification will not help as I've done both and each time his response has been different. Extensive writing, relatively harsh grader, presentations.",0.0
"Prof. Salo really knows his stuff, he makes you think critically and broaden your views. Class can get kind of awkward and quiet if people don't participate, as he relies heavily on discussion. Prepare for A LOT of writing. For my class it was 5 papers plus 1 longer final paper, but most of the essays build on each other and are repetitive.",1.0
"Professor Salo's class may lack some structure at times, but it is far from horrible. Salo is an extremely intelligent teacher that truly wants his students to look at the world's events critically. The class consists solely of writing assignments which aren't too hard if you put some effort into them. Also, Salo is always willing to help.",1.0
"
                      Salo's long winded musings have little basis in reality. he gives vague and confusing instructions for assignments and will change the goals half way to deadline. be ready for saturday morning walking-tours and 3,000 word essays. take this class if you are willing to walk all over the city and write endlessly.
                  ",0.0
Great professor and really understanding,1.0
"I had Derek as my Computational Photography instructor. Derek is very responsive to his students' needs. He makes time for them during office hours and after class as well. The projects are challenging, but are very satisfying once you complete them.",1.0
Really enjoyed computational photography and his explanations were very very clear,1.0
"Very clear and extremely helpful. My first grad class with very tough material and assignments but he was always available for help online, in emails or on site.",1.0
Clear explanations. Consistent with posting all his lecture recordings and notes online. Fair grading. Lectures are a good pace. Discussions are very helpful for weekly proof homeworks. Would recommend!,1.0
Really good professor!,1.0
Well this guy is awesome and always ready to help. The homework is a little tough and need deep understanding of the textbook(free available on course website). Two mid-terms which are fairly easy relative to 2000s. Do the homework go to discussion and u will be fine.,1.0
One of the few professors who really wants you to learn and makes sure you have all the resources you need.,1.0
"Helpful, patient, and just an awesome professor.",1.0
"
                      Nicest.Dude.Ever.
                  ",1.0
"Attendance is not mandatory if you find someone to take your iClicker. Lectures can be long and boring, and sleeping isn't an option because she gets mad. Refused to spend money on $60 textbook, so just took notes, and was well off. TL:DR; Take notes during class+ study notes and rewatch videos the night beforeA on every test and in the class.",1.0
"Shines is such a great professor. She messes up a little bit sometimes, but that's what makes her funny. You don't necessarily need the textbook, but some questions on the exams are based on the textbook, which she does not cover in class. Easy A if you pay attention and study a little before the exams. Exams are straight forward",1.0
"Very easy class if you show up and earn the iclicker points (25 % of final grade) Tests are very easy. Subject is sometimes a bit boring, but still go, then this class is an easy A",1.0
All tests are scantron so there's no confusion with grading. She is nice and will bring in your old tests if you want to look over your errors. Three iClicker questions EVERY CLASS. You COULD pass without them but they are a great grade cushion. Also there is some material only presented in class and not in the textbook. Overall easy A! :),1.0
Really easy as long as you attend class and read the book. Lectures can be kind of long and boring though.,1.0
I hate this class. The lectures are so boring and dull she is a terrible teacher and her test formatting is whack. The class should be easy but you really have to read the questions on the test to understand them. I think she might of wrote them when she was buzzed or something.,0.0
Very easy class. Show up and bring your book so you can look for the answers for the iclicker questions.  Ended up with an A in the class because of all the extra credit from the iclicker questions.,1.0
"Good teacher, easy class, lots of extra credits. If you go to class, and read the materials, you can easily get an A.",1.0
"Easy class.  She tells you everyone should get an A or B.  Gives 3 iClicker questions a day, if you answer you get points, if you get it right its extra credit.  Take notes and then study exactly what she tells you is on the exam in your notes and you will get an A.  She knows a lot about the subject as well",1.0
"
                      GREAT teacher. You can tell she enjoys teaching because she really gets the class involved and is easy going. She makes you really understand what you're learning and this is a pretty easy class if you go. Read the book before class because she grades you on in-class i-clicker questions. That's what got me because I couldn't remember what I read.
                  ",1.0
"Agree with the raving reviews. Easily one of the top professors I have had at university. Taught extremely well, didn't waste any time in lectures, very kind, helps prepare for exams, the list goes on. I agree that he cannot improve in any real way, he's that good. You can tells he's just a natural. Great personality to top it all off.",1.0
"Literally the best TA I've ever had.  He does everything he possibly can to make sure everyone can get an A.  Prepares helpful quiz study guides, exam study guides, his own practice exams, and uses relevant examples in all of the slides.  There is really nothing he could do to be a better teacher - he's just that excellent. Best class I've taken.",1.0
"He makes things simple and clear. Prepared a lot of materials before class, e.g. videos/pictures/articles to make simple things even simpler. He also prepares thorough study guides quiz reviews, and exam reviews, basically everything. Quizzes are easy. The only thing is he speaks too fast and quite soft.",1.0
"Best teacher I so far. Simplifies things from book into usefull information on slides. Tells you what will be on quiz in study guides. He isn't boring, teaches with interest and respects students. Fair, and will help you whenever you ask.",1.0
Ivan (jorge) is always available to help and directly tells what questions will be on the exams and tests. Very very easy class and Ivan is animated and a very approachable teacher. He is a ph.D candidate however he is the man.,1.0
"Really amazing professor. Really good at explaining concepts, and tests/quizzes are super easy. Also class is not mandatory either. You will not regret for taking this class.",1.0
"Best, most engaging professor I have had thus far",1.0
This class is great. Really thorough and helpful. Class is only mandatory on days there are iClicker quizzes (5 questions each) which are 30% of your grade. and two exams worth 35% each. You can earn %3 extra credit through a paper or subject pools.,1.0
This class is so easy and there is even extra credit. Ivan(jorge) is super nice and goes over everything thoroughly. He is a grad student but he knows his stuff. Just 2 tests and 5 question quizzes every week.,1.0
"
                      This class was super-easy, just pay attention and you'll definitely do well. Jorge is the TA, but he teaches the entire course and goes over all quiz answers before you take the quizzes.
                  ",1.0
Has pretty poor hand writing and used a document camera for the majority of the lectures and then posted those pages online. They typically aren't helpful to look at afterwards because there are arrows everywhere. Class was often entertaining even if I had no idea what his notes were saying because of his commentary.,1.0
"Georgiadis is a cool dude, but he does not teach very well.  His explanations are funny but they hardly are relevant to what you are learning.  He is decent but you may have to teach yourself a lot",0.0
"My biggest complaint was that the lectures, while very interesting, covered real-world applications rather than how to do the homework. The homework was long and tedious because each problem had many steps and the problems were fairly unique. He definitely knows the subject but is not great at teaching it.",0.0
Great professor! Need to improve teaching style but very nice & willing to help. HWs are difficult but final is easy & help improve grades.,1.0
"Lectures can be confusing and generally useless. His notes are ridiculously hard to understand.  Anyway, stick to what he emphasizes studying and tests aren't too bad. Much more work than I bargained for, though.",0.0
"Knows his stuff, but trouble convaying it to students. Lecture is interesting, connects the math to the uses of it in the real world. Good personality, easily approchable for questions. But posts lecture notes online so class isn't required. Inclass test are tricky, but fundamental. Read the book and notes to make sense of the lecture.",1.0
"Hard to understand.His classes are extemely boring.  He knows his stuff very well, but can't explain it to students properly.",0.0
knows all material but has trouble relating that material to students,0.0
Lots of mech guys say Keane is terrible but I think this guy is no better than him. But if you ask him questions he is willing to help,1.0
"
                      The class is pretty boring, so even though he does examples that should be really helpful, it is hard to pay attention, so a lot of people skip. Homework is very (for me) difficult, but he is somewhat helpful if you ask him one-on-one questions. He takes an extremely long time to update on compass. Tests are okay, but not enough time is given.
                  ",1.0
"If you are willing to put the time in, and show up to class you will be rewarded with a solid conceptual understanding of how to approach the larger subject of statistics.  Don't expect anything to be handed to you, but his expectations are clear and you cannot fault anyone but yourself for failure.  Help is offered if sought out.",1.0
"He is really strict on giving out partial credits. Even if you demonstrate that you understand the concepts (specifically, showing all equations right), you would receive a 0 for making one computational mistake (e.g. by punching the wrong number in your calculator by accident).",0.0
"He does an okay job explaining the material but he has no patience in dealing with students. He set very strict roles on exam to avoid arguing with you. For example you can only use specific brand and type of calculator; you only have one chance for regrade, if you miss that day you won't get regraded even if the grading is wrong.",0.0
"Bullock is a poor teacher and you have to learn from the TA. The TA was inadequate and taught us different material than what was required on the test. This resulted in perfect homework and quiz scores, but low exam grades. The exam questions are vague and no credit is awarded even if it is clear you know the material. Do not take this class.",0.0
"Very difficult class. Weekly homework assignments take a ton of time, weekly quizzes are pretty difficult depending on your TA, and lectures cover very irrelevant material and move very quickly. Tests are very similar to the practice tests but the few changes made are often very tricky. If you are a business student take econ 203 instead!",0.0
He is very condescending with his students. He goes through the material so fast and just expects students to understand it. Quizzes aren't any too easy and the homework talked FOREVER! Super boring class and you have to teach yourself. I don't know what stats class is easy but not this.,0.0
"Dr. Bullock does a great job teaching stats. The textbook he uses is very good and he follows it well. However, if you are not serious about learning stats, you will fail. If you are willing to put in the time and effort to learn, he is willing to put in the time and effort to teach you.",1.0
"Dr. Bullock is one of the best Professors I ever had. His classes are useful and his didactic is excellent. You have to work a lot, that's true, but the amount of work is appropriate for a graduate student. If you are lazy, too busy or both, don't take this class. That's the same for CPS541 and CPS 542.",1.0
"If you can take another stats course, I would recommend that you do. The amount of time and effort (and stress) you will put in to this course is not worth what you get out of it. Prof. Bullock's course policies are getting stricter and stricter by year. He does not respect his students and gets little respect in return.",0.0
"
                      The guy is a decent teacher, but his class is not very enjoyable.  The homework takes an exceptionally long time but is doable.  He also leads on like he is very helpful and interested in the student but when talking to him he is very condescending and is pretty rude. If he would drop his arrogance his class would be much better.
                  ",1.0
"I think he was very average. I got a B+ as my final grade as did my friend. The truth is that we probably didn't earn an ""A"" but he made it a life or death thing to get an A- or a B+. Whatever,  I guess. You will randomly find yourself getting a 17/20 or a 8/10 on assignments when they are completed at a level where other grad students give 19 or 9",0.0
Love Paul! The class wasn't hard just a lot of papers and citations. Great guy! I would take a class taught by him again.,1.0
"He is very egotistical. He acts like he is smarter than you. Would never take again. His feedback is illegible and very, very annoying. He is liberal and without question you will be sure to know that by the end of the course. I do not feel like he understands the average college student. Speaks on privilege; DOESN'T get it. Do not take Paul.",0.0
Fantastic TA! Really accessible and always willing to help. His lectures are quite interesting as well.,1.0
Really good teacher.  Is invested in the students.  Easy grader.  If you put in some effort you will do really well in his classes.  Explains things very well too,1.0
"I thought the grading wasn't very fair. He jut assigns a number to huge projects and doesn't give adequate feedback. He's fine at teaching, nothing special, but fine, except the grading seemed all over the place at times and of the 2 or 3 comments he would write on a 5+ page debate brief we could barely even decipher his handwriting :(",0.0
Great teacher! I had him all year for both 111 and 112. He's really a great guy and is fun to strike up a conversation with; very intelligent.,1.0
This instructor has an annoying voice and isn't clear on what he expects on assignments. Not recommended.,1.0
Very smart guy! Good class.,1.0
"
                      nice guy but very boring and hard to sit through at times.
                  ",1.0
He has no idea what he is doing. Makes a lot of mistakes on quizzes and exams. Just don't even bother taking his class you won't know what's going on half the time. If you do take it expect to teach yourself everything.,0.0
He was better than a lot of other professors. He is actually sometimes funny and his lectures make sense. The class required a lot more effort compared to other SHS classes.,1.0
"This is a VERY intensive course and loucks makes it a living nightmare. He is so scattered during lecture and when you go into office hours for help, he will confuse you even more. His powerpoints do not match up with the textbook and a lot of the slides are inaccurate. His tests are extremely tough but he does offer extra credit",0.0
"There is a lot of information to learn, but I thought his tests were pretty fair. He offers extra credit in the form of I-clicker attendance and research study participation, so I didn't think it was too hard to pass.",1.0
"Very work intensive but that's to be expected in an anatomy course. He was very knowledgeable about the topic, had a dry sense of humor which might be taken the wrong way if your personality differed. Helpful if the students appeared engaged in the course and put effort into it. He was very objective, not a teacher who would coddle you.",1.0
"ok, he's not as bad as he seems. just go to class, study forever for his exams and try to have some meaningful conversations with him. you'll be fine.",0.0
"He does not like his job or else he would help his students out a lot more. He will not answer questions if they are ""too broad"" so be prepared to teach the entire class to yourself.",0.0
"Very hard to communicate with & get help from. Wasn't meant to teach this course, but after having him for SHS300 I feel future students should be warned about his poor teaching style. Information given in lecture isn't clear and test questions don't reflect what is learned Seems more interested in research than teaching Don't recommend his classes",0.0
"After getting to know this professor better, I began to enjoy his class more. It's still really hard and the tests basically force you to fail, but he's nice! Just laugh at his jokes and all the sudden you'll be his best friend.",1.0
"
                      This class was a nightmare. He is a nice guy, but it didn't seem like he prepared for class at all. Didn't write his own slides, has ridiculous exams where he expects you to know stuff that wasn't in the lecture/books. Poor communication skills. If you have a question then make sure it is extremely well articulated or he won't answer.
                  ",0.0
"She's a great teacher and genuinely cares about the students. Even when going through some personal difficulties, she takes the time to make sure each student gets the lessons he/she signed up for and makes contingencies to help everyone out. She has some higher expectations but I think its to help students actually get better at public speaking.",1.0
Grades ridiculously hard. Get ready for a for sure B grade in Public Speaking. What an embarrassing grade. And international students are for sure not treated fairly! 4.0 Gpa ruined by her !!!,0.0
"On the very first day of class, she smashed a 2 x 4 with her bare hands and exclaimed: ""Do don't want to mess with the warrior!""  Needless to say, the class never had any discipline problems.  But she also could lighten the mood with humor.  She has an impression of Steven Hawking that is spot on.  Also, she is very helpful, conscientious teacher.",1.0
"She's nice, and will definitely help you if you ask. However, she's pretty harsh on grading speeches - you will need to start practicing for them days before the actual presentation.",1.0
"Went into cmn101 hating public speaking. Popp is a tough grader but she tells you exactly what you need to get an A. I did well in the class, but others didn't if they did not take her advice or prepare for speeches. Easy to get an A if you try.",1.0
Terrible teacher. Do not take CMN 101 with her!!!!,0.0
"Beth is an enthusiastic, caring professor who wants her students to succeed. She always gives constructive criticism as well as positive feedback. I was a horrible, nervous public speaker when I came into class, but the exercises helped me overcome that. As long as you follow the rubric you will do fine. She grades more on content than delivery.",1.0
"Hardest grader ever, don't expect a good  grade no matter how much work you put into an assignment. She will tell you to do something then mark you down for it on your speech. WORST TEACHER I'VE HAD IN COLLEGE. Drop if you get put in her public speaking class.",0.0
"She's very very very strict with the grades!! she said she would do nothing with the curve even when you are on the edge. She's really passionate to help but sometimes the guides become confusing. At the office hour she told me to move partC into partA of my outline, but in the end she reduced my grade and told me to cut the whole part A off.",1.0
"
                      Not a good teacher. She will grade really hard. Don't take her for speech
                  ",0.0
